page_id,Area,Projeto,Tarefa,Responsavel,Inicio,Fim,Status,Status_Original,Observacao
1d0c754a-47f4-8088-9d60-d988bcbf6c6f,Geral,Avulso,Inventário,EP,2024-08-16,2024-08-16,Concluído,Concluída,"Precisamos concluir o inventário de todos os bens móveis da empresa. Já foi iniciado e possui um padrão, incluo o documento neste card. Incluir todos os notebooks, computadores, cadeiras, mesas, televisores … VALE ATENTAR-SE QUE NEM TODOS OS COMPUTADORES/NOTEBOOKS QUE ESTÃO NO ESCRITÓRIO SÃO DA EMPRESA, alguns são de propriedade dos assessores, pode realizar a conferência comigo"
1d0c754a-47f4-808a-bd87-ec93d584d485,Geral,Avulso,Atualizar h treinamentos,EP,2025-03-28,2025-03-28,Concluído,Concluída,Favor reenviar todos os próximos invites de treinamentos alterando o horário de início para 8h30
1d0c754a-47f4-8090-af46-f530076c591f,Geral,Avulso,Manuais Notion,"EP, LC",2025-02-14,2025-02-14,Concluído,Concluída,"Utilizando o “Manual Notion” como referência, crie um manual dos principais usos do Notion para os assessores e bankers, com ilustrações e passo a passo. Inclua o formulário, uso da aba de demandas, uso das páginas da Home, login, esqueci a senha, acompanhar resolução (comentários) e comentar soluções, navegação pelos filtros e ativação de notificações."
1d0c754a-47f4-8092-b3c2-f5e60dcf552a,Geral,Avulso,Atendimento BHS: Desktop Paulo,EP,2025-03-10,2025-03-10,Concluído,Concluída,"Resolver o problema do Paulo, que não consegue acessar o Outlook pelo Desktop, o que deixa ele impossibilitado de realizar algumas funcionalidades."
1d0c754a-47f4-8094-953a-c6328ccab0f0,Geral,Avulso,Compras,EP,2024-12-05,2024-12-05,Concluído,Concluída,"Baixar planilha “Controle de Estoque” e atualizar com o status atual de cada iten, identificando a necessidade de compra"
1d0c754a-47f4-8097-a993-d4eb9ed736f1,Geral,Avulso,Texto: Spin Selling,EP,2025-02-07,2025-02-07,Concluído,Concluída,"O cliente Daniel e sua esposa estão abrindo conta aqui no escritório, sendo assessorados pelo Paulo. 

Eles possuem saldo em conta no banco do Brasil e trarão para a conta na XP: para isso primeiro eles precisam ser orientados sobre o aumento de limite de TED na conta do Banco do Brasil e quais os dados para transferência para XP (pode falar também da ativação da conta digital, para transferir por pix, que não tem custo)

Além disso, eles possuem ações aplicadas na Rico e será necessário realizar o processo de STVM, iniciando o pedido de transferência por lá. Esse passos a passo está na internet, somente repassar ao cliente e demonstrar proatividade de atendimento.

+55 24 97401-0852"
1d0c754a-47f4-8099-816d-e4b515c3e1b5,Geral,Avulso,Manuais,EP,2024-08-12,2024-08-12,Concluído,Concluída,Incluir os manuais que temos em formato doc no Drive na aba Manuais Processuais da área de Operações
1d0c754a-47f4-8099-b235-d8ff664f7913,Geral,Avulso,Pendências Estruturais ,LC,2025-03-21,2025-03-21,Bloqueado,Stand By,
1d0c754a-47f4-809f-a86e-c2ce45ae19ee,B.I,Site DBV Capital,Entrega 1a. Versão,SM,2025-04-24,2025-04-24,Concluído,Concluída,(09/04) [Samuel Monteiro]: 24/04
1d0c754a-47f4-80a9-ac7f-debc10af7d6b,Geral,Avulso,Atualização do Onboarding de Operações,EP,2025-02-17,2025-02-17,Concluído,Concluída,"Temos dois novos assuntos a serem incluídos. Os textos e demais elementos de cada um dos assuntos já estão na apresentação do Canva, somente sendo necessário dividir os textos em mais de um slide "
1d0c754a-47f4-80ae-959b-d1c0052d9b4d,B.I,Site DBV Capital,Replicar Site DBV Life,SM,2025-04-17,2025-04-17,Concluído,Concluída,(09/04) [Samuel Monteiro]: 17/04
1d0c754a-47f4-80af-9826-de8c9dfde6d6,Geral,Avulso,Cadastro PJ - DBV,EP,2025-04-25,2025-04-25,Concluído,Concluída,"(15/04) [Luiz Coimbra]: Boa tarde, @Anonymous! Já seguiu com este processo de acordo com o e-mail enviado pela larissa.smiguel@xpi.com.br com título: Operações DBV - Cadastro PJ - DBV Capital
(22/04) [Alguém]: Acabei de enviar o e-mail com as correções. Estou aguardando respostas.
(23/04) [Alguém]: Bom dia, foi pedido que o arquivo seja enviado via HUB.
(28/04) [Alguém]: Cadastro realizado na quinta-feira, dia 24/04."
1d0c754a-47f4-80b3-9b74-e9214cf79598,Geral,Avulso,Pesquisa NPS Atendimento Assessor,EP,2025-03-28,2025-03-28,Concluído,Concluída,"Precisamos desenvolver uma pesquisa para o assessor avaliar o atendimento da área operacional. Nesta pesquisa precisamos da pergunta do NPS em si, facilitando o monitoramento do KPI, mas também incluir outras perguntas que avaliam critérios subjetivos do atendimento, assim como recolha as observações (positivas ou negativas) dos assessores."
1d0c754a-47f4-80b3-b8ec-e2f76885564e,Geral,Avulso,DBV Educa: Seguro de Vida e Saúde,"AV, EP, RP",2025-04-11,2025-04-11,Concluído,Concluída,"(09/04) [DBV Life]: Conteúdo feito, artes quase prontas.
(10/04) [DBV Life]: https://www.canva.com/design/DAGkKX2Myws/YQB_oTtsgkuYXuk5joO24g/edit
(10/04) [DBV Life]: https://www.canva.com/design/DAGkKbNELMw/dESMuYueZABA_6ZfK4ePEw/edit
(10/04) [Alguém]: @Rhana Pitta postar nos bfs da DBV Life.
(11/04) [Alguém]: Posto os dois hoje?
(11/04) [Alguém]: Sim!"
1d0c754a-47f4-80ba-a1fc-e2cb268451dd,Geral,Avulso,Recolhimento de Doc,EP,2025-02-24,2025-02-24,Concluído,Concluída,"Por favor, verificar com o Acássio o acesso ao portal da Claro sobre pagamentos e demais informações."
1d0c754a-47f4-80c4-86a7-ce2f2e0576b0,Geral,Avulso,Manuais Notion,EP,2024-08-23,2024-08-23,Concluído,Concluída,Criação de manuais do Notion: inclusão de novo colaborador assessor/banker/backoffice; atendimento das demandas op
1d0c754a-47f4-80c4-933f-f16f2660832e,Geral,Avulso,Parametrização e-mail,EP,2024-08-08,2024-08-08,Concluído,Concluída,"Realizar a parametrização dos e-mails dos seguintes assessores: Marco Amorim e Luiz Mesquita. Além disso, verificar se quem não está parametrizado. Pegar o código com ambos para realizar a parametrização."
1d0c754a-47f4-80c7-828c-ef1540dd0759,Geral,Avulso,Planejamento DBV Educa,EP,2025-04-08,2025-04-08,Concluído,Concluída,"Precisamos estruturar duas novas pesquisas: uma em que os assessores avaliarão o atendimento das áreas da empresa, podemos fazer uma pesquisa para cada área (de produtos) a ser enviada a cada encerramento de demanda (implantado ou perdido). A outra pesquisa é para ser enviada para os leads atendidos avaliarem o atendimento do assessor no primeiro contato."
1d0c754a-47f4-80c8-80ed-d993f97d2907,Geral,Avulso,Manual PJ máster,EP,2024-08-12,2024-08-12,Concluído,Concluída,"Incluir nos nossos materiais um manual sobre o cadastro de usuário máster, a função, os documentos e cada especificidade do fluxo referente."
1d0c754a-47f4-80c8-8864-e573f925cd8c,Geral,Avulso,Manual “Proteger Patrimônio” ,EP,2025-02-11,2025-02-11,Concluído,Concluída,"Criar um manual com passo a passo para que os assessores possam somente copiar e enviar para os clientes sobre a função proteger patrimônio. Explique que essa ferramenta foi gerada no Conselho com o objetivo de tornar menos atraente as contas dos clientes, sumindo assim toda visualização dos investimentos e aplicações. No texto inclua outras dicas de segurança como as que estão neste link: "
1d0c754a-47f4-80c9-84de-d550bd129626,Geral,Avulso,Adicionar o disclaimer nos formulários,EP,2025-04-03,2025-04-03,Concluído,Concluída,Necessário fazer isso nos formulários externos.
1d0c754a-47f4-80ce-883a-f64001417d0d,Geral,Avulso,Atualização Linktree,"AV, RP",2025-04-09,2025-04-09,Concluído,Concluída,(10/04) [DBV Life]: https://linktr.ee/dbv_comercial?utm_source=linktree_admin_share
1d0c754a-47f4-80d0-bddd-ed10fabdc39b,Geral,Avulso,Controle de Compras,EP,2025-01-24,2025-01-24,Concluído,Concluída,"Necessário montar um excel que indique as compras com datas, valores e nome do estabelecimento, assim como uma coluna para explicação da compra. Incluir uma coluna para identificação do método de pagamento também. Outra coluna é a de parcelamento, indicando a qual parcela se refere no mês corrente. Colunas: data, valor, método, estabelecimento, explicação, parcelamento."
1d0c754a-47f4-80d6-943d-fbe45fa1abff,Marketing,Impulsionamentos,DBV E-book: Seguro de Vida e Previdência na Sucessão Patrimonial,"EP, AV",2025-05-02,2025-05-02,Concluído,Concluída,"(10/04) [Alguém]: Esperando a devolutiva do Thiago.
(24/04) [Alguém]: Thiago me pediu até 02/05 para devolver com as atualizações.
(20/05) [Luiz Coimbra]: Bom dia, este sendo o livro devolvido pelo Thiago já está aprovado. Vamos transformar em 1 ou + artigos para serem publicado no site"
1d0c754a-47f4-80d9-ab59-c4670e521cfc,Geral,Avulso,Criação de usuários Notion,"EP, LC",2026-02-02,2026-02-02,Bloqueado,Stand By,"Assessor Guilherme Peçanha e Artur precisa ter sua página no Notion, para isso precisamos realizar a criação da sua home e efetuar os compartilhamentos."
1d0c754a-47f4-80dd-8757-ef68dc6fa90b,Geral,Avulso,Abertura Conta PJ HUGO,"LC, EP",2025-02-20,2025-02-20,Concluído,Concluída,"Temos um cliente que já possui conta PF aberta e deseja fazer a abertura de algumas contas PJ. Nome dele é Hugo, sendo cliente do Diego e contato do André Norat. Segue o telefone dele: +55 21 99993-9996
Necessário entrar em contato para entender o tipo das empresas, definir as documentações necessárias e seguimos juntos com o processo de abertura. 

Esse primeiro contato com o cliente Parente faz e Artur acompanha o fluxo. Quando tivermos as empresas mapeadas e os documentos recolhidos, Coimbra faz a abertura de contas no sistema, mostrando o fluxo."
1d0c754a-47f4-80e0-9f33-d66423463108,Geral,Geração de KPI’s,Pesquisa RV,EP,2025-04-22,2025-04-22,Concluído,Concluída,"(09/04) [Luiz Coimbra]: Precisamos acabar de enviar para todos os clientes, assim como acompanhar a taxa de resposta. Após finalizado, preciso que elabore um relatório que seja com a apresentação dos resultados, para enviarmos para o time de RV
(09/04) [Luiz Coimbra]: Fim da pesquisa para sexta e o relatório pode ser concluído até segunda, de acordo com a taxa de resposta podemos reavaliar a data fim da pesquisa
(10/04) [Alguém]: Conversando com o Samuel, ele comentou que é necessário mais 4 dias para finalizar os envios, porque é necessário enviar parcelados para o whatsapp não cair.
(10/04) [Luiz Coimbra]: Atualizando a data de entrega para dia 18, sendo o envio da pesquisa finalizado dia 16
(17/04) [Alguém]: Pesquisa finalizada, todos os envios foram feitos. Uma mensagem foi enviada no grupo relembrando os assessores para falarem com os clientes, com o objetivo de obter mais respostas. Por enquanto apenas, 33 respostas.
(24/04) [Alguém]: Dados enviados para a Mesa de RV. "
1d0c754a-47f4-80e0-be1f-da08279d19a2,Geral,Avulso,Claro,EP,2025-01-17,2025-01-17,Concluído,Concluída,Favor comprar mais uma linha de celular no mesmo modelo das atuais e verificar como fazemos a mudança do e-mail cadastrado para que as cobranças sejam enviadas para o financeiro@dbvlife.com.br
1d0c754a-47f4-80e1-8ae0-e34f8c6e4ed5,Geral,Avulso,Suporte Transferência de ativos,"EP, LC",2025-02-10,2025-02-10,Concluído,Concluída,"URGENTE 
Precisamos recolher algumas documentações dos seguintes diretores: comprovante de endereço, antecedentes criminais e foto 3/4

São os seguintes sócios: Paulo Gomes, Regina Monteiro, Thiago Cordeiro e Diego Monteiro.

O certificado de antecedentes criminais é emitido pela internet, os demais pode solicitar aos diretores."
1d0c754a-47f4-80e5-bc5f-ef148dbd65e6,Geral,Avulso,BHS - erro acesso,"EP, LC",2024-12-16,2024-12-16,Concluído,Concluída,Precisamos recuperar o acesso à BHS que apresenta o erro 503
1d0c754a-47f4-80e7-b67a-d30ad2896f91,Geral,Avulso,Verificar com Pedro IGOR o andamento das API’s,SM,2025-04-14,2025-04-14,Concluído,Concluída,(14/04) [Samuel Monteiro]: @Luiz Coimbra O Pedro disse que precisa preencher os formulários junto com você Coimbra. Ele disse que depende muito dos conhecimentos seu sobre a empresa.
1d0c754a-47f4-80e9-b90a-fd13a85a4e05,Geral,Avulso,Atualização transferência de clientes,EP,2024-08-15,2024-08-15,Concluído,Concluída,"Existe o processo de transferência entre os assessores da DBV, porém utilizávamos um sistema antigo e agora teremos todos os registros na nossa intranet. Para isso, precisamos cadastrar as transferências antigas e conferir as bases. Anexo aqui a planilha das transferências que já haviam ocorrido, assim como as bases dos assessores da equipe de mesa proprietárias para conferência."
1d0c754a-47f4-80ea-843a-ffdc9f6160b7,Geral,Avulso,Pesquisa NPS Atendimento Assessor,EP,2025-04-01,2025-04-01,Concluído,Concluída,"Precisamos de uma pesquisa de avaliação global da experiência dos assessores e demais colaboradores da empresa, que avalie a estrutura física, processos, áreas, pontos de melhoria e elogios. Importante a pesquisa buscar entender as percepções práticas e subjetivas de cada um, definindo o tipo de colaborador e entendendo as diferenças entre suas percepções. Deixe um espaço aberto também para coleta de percepções"
1d0c754a-47f4-80eb-96de-f7e96374827d,Geral,Avulso,Claro,EP,2026-02-02,2026-02-02,Concluído,Concluída,"Realizar a união das contas da Claro na conta PJ da DBV, mudar as que atualmente estão na conta PF e mudar para a conta PJ."
1d0c754a-47f4-80ef-b102-f41d81cbe5d0,Geral,Avulso,Mapeamento Notion,EP,2025-02-07,2025-02-07,Concluído,Concluída,"Necessário mapeamento do Notion para a criação de usuários, identificando quais as páginas são compartilhadas (tanto para um assessor comercial, quanto para um operacional - apesar de hoje não termos página dedicada para operacional), assim como quais os acessos de cada página (acesso total, só comentar, só visualizar). Quais as páginas devem ser bloqueadas, qual devem ser os filtros aplicados …"
1d0c754a-47f4-80ef-b805-cadf86351ced,Geral,Avulso,Formulário de Contato,EP,2025-04-01,2025-04-01,Concluído,Concluída,Precisamos de editar e deixá-lo pronto o seguinte formulário: 
1d0c754a-47f4-80f0-967b-c60a351be655,Geral,Avulso,Incluir botão em todas as homes,EP,2024-08-08,2024-08-08,Concluído,Concluída,"Nas duas primeiras Homes existe o botão de Transferência Mesa Proprietária, porém este mesmo botão precisa estar incluído em todas as homes já criadas. Somente copiar e colar em cada uma"
1d0c754a-47f4-80f3-a12f-f74c620e6b28,Geral,Avulso,Nespresso,EP,2025-03-12,2025-03-12,Concluído,Concluída,"Preciso que o acesso ao portal do cliente seja reestabelecido e precisamos repor o estoque, pois está "
1d0c754a-47f4-80f4-a556-d415884215d8,Geral,Avulso,Criação de usuário BHS,EP,2025-03-17,2025-03-17,Concluído,Concluída,"Seguem as informações do assessor para a criação da conta de e-mail institucional
Marcus Faria de Barros
"
1d0c754a-47f4-80fb-a8e8-f835c9e0a6a6,Geral,Avulso,Manual TOD,EP,2025-03-21,2025-03-21,Concluído,Concluída,Realizar o manual de TOD (Transfer on Death)
1d0c754a-47f4-80fb-bfb1-ce088ea55fe0,Geral,Avulso,Elaboração de materiais manuais,EP,2025-04-14,2025-04-14,Concluído,Concluída,"(11/04) [Alguém]: Mostrar como baixar as imagens do passo a passo. dentro da área “passo a passo”.
(11/04) [Alguém]: Realizado"
1d0c754a-47f4-80fd-abda-d8b7b3d50e2c,Geral,Avulso,E-book: Tributação de Ativos no Exterior,"AV, EP",2025-06-03,2025-06-03,Concluído,Concluída,"(09/04) [Samuel Monteiro]: Rascunho do E-Book @Anonymous e @DBV Life 
(09/04) [Samuel Monteiro]: (Não foi eu quem fiz, somente estou fazendo essa portabilidade)
(09/04) [Luiz Coimbra]: Não entendi esta parte 2.22 que terminou sem conclusão
(09/04) [Luiz Coimbra]: Não entendi este parágrafo, qual a finalidade dele
(09/04) [Luiz Coimbra]: Em nenhum momento identificou no início que esta é uma ferramenta americana e não uma regra geral para todos os países
(09/04) [Luiz Coimbra]: Não explicou nada sobre o TOD, quais ativos estão incluídos, qual valor da taxa…
(09/04) [Luiz Coimbra]: Esse e-book está bem inferior comparado com todos os demais já feitos, é preciso uma revisão geral de todo conteúdo, para que seja melhor organizado e traga informações mais relevantes. Foram levantados vários pontos, mas pouquíssimas conclusões, assim como a falta de organização sobre os temas. 
(16/04) [Luiz Coimbra]: Boa noite! Fiz uma análise, assim como a verificação através de IA, seguem os apontamentos:



2. Italização de Termos Estrangeiros: Inclusão de itálico em termos estrangeiros como ""Transfer on Death"", ""Exchange Traded Funds"", ""trust"", ""trustee"", e ""expertise"" para destacar sua origem e seguir convenções de estilo.
3. Correção Gramatical e Ortográfica:
    ◦ Revisão e correção de erros gramaticais e ortográficos, incluindo a conformidade com o Novo Acordo Ortográfico.
4. Ajuste na Alíquota do Ganho de Capital (Exemplo Prático):
    ◦ Correção da alíquota utilizada no exemplo prático de ganho de capital de 20% para 15%, que é a alíquota padrão para ganhos de capital no Brasil. (A CONFIRMAR)
5. Substituição de ""Abater"" por ""Compensar"":
    ◦ Substituição do termo ""abater"" por ""compensar"" em referência aos acordos de bitributação, pois ""compensar"" é o termo mais tecnicamente correto no contexto tributário.
6. Ajustes de Concordância e Redação:
    ◦ Realização de ajustes na concordância verbal e nominal, bem como na redação, para garantir a fluidez e a correção gramatical do texto.
7. Inclusão de Notas sobre a Necessidade de Verificar Tabelas e Legislação Vigente: (SEMPRE NECESSÁRIO)
    ◦ Adição de notas indicando a necessidade de verificar as tabelas de alíquotas e a legislação tributária vigente, pois estas podem ser alteradas ao longo do tempo.
8. Especificação da Legislação Aplicável:
    ◦ Inclusão de referências às leis aplicáveis, como a Lei nº 8.134/1990 (ganho de capital) e a Lei nº 7.713/1988 (Imposto de Renda para Pessoas Físicas), para fornecer um contexto legal.
9. Revisão e Padronização da Pontuação:
    ◦ Revisão e padronização do uso de vírgulas, pontos e outros sinais de pontuação para garantir a clareza e a correção gramatical.
10. Formatação de Símbolos de Moeda:
    ◦ Padronização da formatação dos símbolos de moeda (US$ e R$) para garantir a consistência visual.
11. Remoção de Redundâncias:
    ◦ Eliminação de redundâncias e repetições desnecessárias para tornar o texto mais conciso e direto.
12. Ajustes na Terminologia Técnica:
    ◦ Revisão e ajuste da terminologia técnica utilizada para garantir a precisão e a conformidade com as práticas do mercado financeiro e tributário.
13. Revisão da Coerência nos Exemplos Práticos:
    ◦ Garantia de que os exemplos práticos apresentados são coerentes com a legislação tributária e as práticas de mercado.

(23/04) [Luiz Coimbra]: Incluir fontes com site e data dos valores elencados da tributação (somente sites e fontes OFICIAIS/GOV)
Na parte de dedução, incluir a previdência na lista
Na dica extra, sobre software incluir que pode contar com a assessoria DBV para um atendimento especializado
Indicaram várias concorrentes e nem mencionaram a XP
(23/04) [Luiz Coimbra]: DISCLAIMER*** precisa ter 
(05/05) [Luiz Coimbra]: Pode seguir com a formatação, assim como adaptação para que seja também um artigo. Sobre o disclaimer podem incluir, mas sempre em tamanho de fonte e locais específicos, assim como a bibliografia (que vem antes do disclaimer 
(21/05) [Luiz Coimbra]: Boa noite! Qual o estágio desta tarefa? Estou revendo o prazo final para a próxima terça."
1d1c754a-47f4-8000-8b66-d7c1ad194dc6,Geral,Avulso,Novos Assessores,RP,2025-04-16,2025-04-16,Concluído,Concluída,"(11/04) [Alguém]: Esperando para confirmar os emais de todos e o telefone do Adil
(11/04) [Alguém]: Para as fotos vou entrar em contato e agendar para o inicio da semana que vem. Dessa forma, irei adiar essa tarefa para segunda feira.
(14/04) [Alguém]: As fotos do Israel e do Daniel já foram tiradas e os emails deles confirmados. Ainda não consegui o contato do Adil mas vou resolver isso hoje."
1d1c754a-47f4-8000-a8e3-faecccf295ee,Geral,Avulso,Proposta de Plano Comercial,RP,2024-08-27,2024-08-27,Concluído,Concluída,"Analisar os clientes ocultos realizados nos anexos deste card e elaborar uma apresentação de proposta para esta nova etapa do marketing. Importante que comecemos a utilizar nossas plataformas para geração de leads e negócios, além de autoridade da marca. Para isso, podem ser analisados o que outros pares do mercado e também de outras estruturas estão fazendo. Criação de uma landing page, e-books (RF, RV, fundos, calculadoras, materiais de expansão …) conteúdos especializados em médicos e outras profissões e várias outras ideias que podem estar incluídas nessa apresentação, para que em um segundo momento inicie a execução do planejado."
1d1c754a-47f4-8001-aad1-c7e7a94f70f8,Geral,Avulso,Organograma,RP,2024-08-15,2024-08-15,Concluído,Concluída,"Realizar uma apresentação com o organograma completo da empresa, incluindo a árvore hierárquica, cargos e funções"
1d1c754a-47f4-8004-8176-ef415851ba3a,Geral,Avulso,Datas e demais informações,RP,2024-08-12,2024-08-12,Concluído,Concluída,Atualizar todos os cards que não possuem informações completas ou as datas de entrega
1d1c754a-47f4-8006-a32e-d8723a9779ad,Geral,Avulso,Onboarding Marketing,RP,2025-01-02,2025-01-02,Concluído,Concluída,Onboarding de Marketing para a nova estagiária de marketing. explicação sobre a área + treinamento
1d1c754a-47f4-8008-a222-d85e0261f1b1,Geral,Avulso,Upload de materiais,RP,2024-09-16,2024-09-16,Concluído,Concluída,Fazer upload de todos os materiais criados em pastas definidas no Drive de Marketing na pasta compartilhada com o e-mail commarketing na data 10/09 chamada Marketing 
1d1c754a-47f4-8009-b79c-c34d89d66f19,Geral,Avulso,Planejamento de publicações,RP,2024-09-27,2024-09-27,Concluído,Concluída,"Necessária a definição do planejamento das publicações que serão realizadas no próximo mês (outubro), com as datas de publicar, como conversamos na reunião de marketing sobre o calendário. Lembrar de incluir quais serão impulsionadas e os valores relacionados."
1d1c754a-47f4-800b-a150-ca284b709458,Geral,Avulso,Campanha de seguros (interna),RP,2024-10-03,2024-10-03,Concluído,Concluída,https://www.canva.com/design/DAGSiTs3NEw/nsGiHJGzEbGAibtd8tl9Mg/edit
1d1c754a-47f4-800c-9ad1-c72e03ff7d07,Geral,Avulso,Capa E-book,RP,2025-02-18,2025-02-18,Concluído,Concluída,Cria a capa do E-book sobre como ganhar dinheiro no mercado de derivativo
1d1c754a-47f4-800f-a5f3-f181b6bac32e,Geral,Avulso,Apresentação evento final de ano,RP,2024-12-16,2024-12-16,Concluído,Concluída,Apresentação nos moldes indicados pelo Paulo
1d1c754a-47f4-8014-b597-e1fa667406bc,Geral,Avulso,Atualizar site Capital,RP,2025-04-04,2025-04-04,Concluído,Concluída,"Precisamos realizar as seguintes atualizações: 
- reordenar: DM; PG; VG; RT; TC; LC; EM; CL; CM; GP
- excluir denominação de sócio de todos, além do DM e PG
- incluir assessor de investimento em todos os diretores 
- incluir RM Diretora de Proteção Patrimonial
- incluir denominação GP diretor de câmbio
- fotos EP; AL; SM estão com qualidade muito diferente dos demais"
1d1c754a-47f4-8017-b7b3-ea79d4cc6622,Geral,Avulso,Pesquisa de impacto,RP,2025-03-07,2025-03-07,Concluído,Concluída,"Esta é uma tarefa em que levantaremos dados impactantes que estimulem e demonstrem a importância de todos na empresa engajarem com os conteúdos produzidos. Precisamos pegar a taxa média de seguidores dos membros da empresa, o alcance médio do Instagram pelos stories (%), alcance médio das nossas publicações, o quanto cresceríamos em % se 100% compartilhassem as publicações."
1d1c754a-47f4-8018-ba1d-eddb19de1b4c,Marketing,Avulso,Reunião Copom,RP,2025-11-05,2025-11-05,Concluído,Concluída,Postar a taxa de selic que foi concluida na reunião
1d1c754a-47f4-801a-9bb0-eb6f3971947e,Geral,Avulso,Estudo de Métricas,RP,2025-03-25,2025-03-25,Concluído,Concluída,Aprofundamento em métricas do Meta e Linkedin.
1d1c754a-47f4-801b-8faa-dcf557c3dff6,Geral,Avulso,Editar apresentação Institucional,RP,2025-02-05,2025-02-05,Concluído,Concluída,Adicionar selo de governança e operacional e atualizar endereço
1d1c754a-47f4-801b-a057-e1755dad38bf,Geral,Avulso,Projeto: Prateleira de Postagens,RP,2024-12-13,2024-12-13,Concluído,Concluída,"A ideia deste projeto é corrigir a rotina e o fluxo de atividades da área de marketing. Identificamos que não temos uma boa relação de prazos X quantidade de tarefas, o que gera desgaste da rotina e queda na qualidade de entregas, afetando, inclusive, no desenvolvimento de novas frentes da área. Por isso, com este projeto sendo a prioridade máxima do setor, buscamos ter um total de 10 publicações atemporais prontas, que serão utilizadas nas duas semanas subsequentes. Assim, organizaremos a rotina de produção para que tenhamos os posts prontos com 15 dias de antecedências da data de publicação. Para viabilizar esta produção, estamos passando todas as outras atividades de baixo impacto x alta dedicação, para prazos posteriores ao encerramento deste projeto. Passamos as publicações para 3 por semana (escala 2x1, variando entre as empresas) até a data fim desta tarefa. Assim o foco estará o máximo voltado para a conclusão no prazo deste projeto. "
1d1c754a-47f4-801e-baf0-e1bac0758b49,Geral,Avulso,Confecção de Cartões Físicos,RP,2026-02-02,2026-02-02,Concluído,Concluída,"Precisamos que sejam atualizados as informações e o layout do modelo de cartões de visita físico. No arquivo anexado, temos vários já prontos, porém com informações desatualizadas (necessário atuação), assim como poucas indicações modernas (qr code, instagram, site e whatsapp). Necessário inserir um qr code que direcione para o whatsapp do assessor dono do cartão, instagram e site da empresa. Layout pode e deve ser alterado para essas atualizações."
1d1c754a-47f4-801f-b6c2-d77e7c197eaa,Geral,Avulso,Material Banker Consórcio ,RP,2024-10-08,2024-10-08,Concluído,Concluída,https://www.canva.com/design/DAGS6voKibk/YFAU1JNP2eGEGhPQX2lJNw/edit?utm_content=DAGS6voKibk&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton - Julia 
1d1c754a-47f4-8020-9cd3-e9a0851ec8f1,Geral,Avulso,Teste Live,RP,2025-03-21,2025-03-21,Concluído,Concluída,Realizar testes de transmissão utilizando a estrutura da DBV
1d1c754a-47f4-8021-9f02-f0de552d49d1,Geral,Avulso,Reunião Copom,RP,2025-06-17,2025-06-17,Concluído,Concluída,Postar a taxa de selic que foi concluida na reunião
1d1c754a-47f4-8024-9b3d-e23607f1e465,Geral,Avulso,Reunião Copom,RP,2025-09-16,2025-09-16,Concluído,Concluída,Postar a taxa de selic que foi concluida na reunião
1d1c754a-47f4-8025-a265-c664e31e19b8,Geral,Avulso,Atualização assinatura de e-mail capital,RP,2024-11-12,2024-11-12,Concluído,Concluída,"Adicionar selos: Eficiência Operacional, Governança, e endereço novo"
1d1c754a-47f4-8025-b143-e43727c1bf15,Geral,Avulso,B-Day Norat,RP,2025-02-06,2025-02-06,Concluído,Concluída,Este evento acontecerá no dia 08/02 às 9h no Rio Beach Club. Ideia é sortearmos esta garrafa personalizada com escrito DBV 
1d1c754a-47f4-8026-887b-dcbdddd8ff5c,Geral,Avulso,Aniversariantes de Março,RP,2025-02-28,2025-02-28,Concluído,Concluída,Programar os stories dos aniversariantes do mês de Março no meta
1d1c754a-47f4-8027-8956-cdf7e1f28410,Geral,Avulso,Impulsionamento Reels,RP,2025-04-09,2025-04-09,Concluído,Concluída,"Projetos de Impulsionamento, proposta de impulsionamento e impulsionar do vídeo da Golden Cross (Regina), foco no timing das postagens"
1d1c754a-47f4-8027-8ffe-cf137e10c484,Geral,Avulso,Atualizar E-book,RP,2026-02-02,2026-02-02,Bloqueado,Stand By,"Retirar todas as instituições mencionadas, e logos do ministério público"
1d1c754a-47f4-802d-a47e-ed4dbf4d76cc,Geral,Avulso,Live,RP,2025-03-14,2025-03-14,Concluído,Concluída,"Fazer teste das lives, ver o que será necessário para a realização das lives e remarcar a data da live de março."
1d1c754a-47f4-802e-a38a-ec747fcd594a,Geral,Avulso,Fazer material Imobiliário,RP,2026-02-02,2026-02-02,Concluído,Concluída,
1d1c754a-47f4-802f-98dd-e84a5be4f9a8,Geral,Avulso,Atrativo Banker,RP,2024-08-16,2024-08-16,Concluído,Concluída,canva: https://www.canva.com/design/DAGXsirfrLA/cmi2EDkguy0DUdcVWILS8w/edit
1d1c754a-47f4-8031-b0cf-fcb51c5c563f,Marketing,Avulso,Evolução Lead,RP,2026-02-02,2026-02-02,Concluído,Concluída,"Precisamos avançar na captação de leads. Estamos iniciando com os formulários do e-book e, no próximo passo, implementaremos a IA para diferenciar leads mornos de frios. Em seguida, nosso objetivo é evoluir para o modelo Info Prod, permitindo não apenas gerar leads, mas também converter em vendas."
1d1c754a-47f4-8031-b5ef-ed56182f2d00,Geral,Avulso,Microfone,RP,2025-03-28,2025-03-28,Concluído,Concluída,Procurar saber se tem como os microfones se conectarem todos em um telefone só para a live de Abril.
